TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,Cluster,FraudLabel
TX000545,AC00145,110374.44433726784,2023-08-14 17:12:27,Debit,Houston,D000321,112.56.160.202,M049,ATM,649.488282742226,Engineer,4386.582919617842,1.7271441635919087,3268266.156682042,2024-11-04 08:11:40,0,1
TX000546,AC00045,60006.229094028706,2023-09-11 17:51:17,Credit,San Diego,D000094,44.197.126.59,M013,Branch,364.86978026030926,Student,12640.66281612407,1.7271441635919087,1427582.8318808693,2024-11-04 08:10:26,0,1
TX000547,AC00005,122972.33591062318,2023-05-17 17:28:25,Debit,Washington,D000677,110.150.1.201,M002,Branch,667.2769391473458,Doctor,10192.418779024763,1.7271441635919087,33380082.475415327,2024-11-04 08:09:01,1,0
TX000548,AC00456,28637.012055370218,2023-04-10 18:26:56,Debit,Fort Worth,D000164,221.206.44.63,M052,ATM,471.60171869102805,Student,14249.508897646469,3.534770921883559,6165699.448333257,2024-11-04 08:06:33,0,1
TX000549,AC00041,36663.935555538716,2023-05-05 17:32:18,Debit,Charlotte,D000037,85.239.236.80,M025,Branch,524.9676879063875,Student,12081.064179072799,1.7271441635919087,509366.75992845866,2024-11-04 08:09:21,0,1
TX000550,AC00257,21862.288621228006,2023-01-02 16:27:18,Debit,Charlotte,D000611,142.148.226.178,M015,Online,738.431564767825,Doctor,2497.9375195698067,1.7271441635919087,25256387.795763645,2024-11-04 08:09:09,1,0
TX000551,AC00356,22898.49147306794,2023-01-19 16:11:12,Debit,Raleigh,D000403,100.137.90.188,M047,Online,418.2357494756686,Student,11941.164519809981,1.7271441635919087,5388162.362556455,2024-11-04 08:06:33,0,1
TX000553,AC00158,72081.64091955492,2023-06-06 18:53:35,Debit,Fresno,D000096,219.98.242.240,M054,Branch,1005.261410844622,Engineer,12151.014008704207,1.7271441635919087,31154296.763728112,2024-11-04 08:11:58,1,0
TX000554,AC00086,181971.68307749802,2023-12-11 16:57:41,Debit,Indianapolis,D000680,134.222.122.238,M100,ATM,1183.14797489582,Doctor,8863.372016027999,1.7271441635919087,28562168.463422243,2024-11-04 08:07:48,1,0
TX000555,AC00322,13061.861583770546,2023-04-03 16:43:29,Debit,Omaha,D000631,194.88.79.54,M011,ATM,649.488282742226,Doctor,10262.368608656174,1.7271441635919087,38731539.19073038,2024-11-04 08:10:33,1,0
TX000557,AC00083,890.1266762423165,2024-01-01 16:07:05,Credit,Detroit,D000271,112.86.148.212,M012,ATM,631.6996263371062,Engineer,2078.2385417813543,1.7271441635919087,11753623.22580043,2024-11-04 08:08:50,0,1
TX000558,AC00402,225241.1790653154,2023-07-05 17:49:26,Debit,Jacksonville,D000119,161.161.26.115,M016,Online,596.1223135268666,Doctor,9702.769971604903,1.7271441635919087,28081629.01549608,2024-11-04 08:09:01,1,0
TX000559,AC00317,76278.99218982484,2023-02-28 16:46:55,Debit,Austin,D000404,195.226.203.234,M065,Branch,1165.3593184907002,Doctor,8023.974060451094,1.7271441635919087,42830418.606345996,2024-11-04 08:12:03,1,0
TX000560,AC00030,104238.95590186631,2023-10-25 16:13:39,Credit,Fort Worth,D000441,167.164.55.0,M043,Branch,507.1790315012676,Student,13200.261453175339,1.7271441635919087,3391823.4142934442,2024-11-04 08:11:02,0,1
TX000561,AC00114,8199.005383304831,2023-03-06 17:39:01,Credit,Virginia Beach,D000046,52.169.116.164,M004,Branch,1467.7664773777367,Retired,2847.6866677268504,1.7271441635919087,14721571.518007647,2024-11-04 08:09:57,0,1
TX000562,AC00301,35292.0613573281,2023-12-19 17:11:31,Debit,Tucson,D000013,166.79.195.157,M004,ATM,1236.5139441111794,Doctor,4316.633089986433,1.7271441635919087,26127528.86457939,2024-11-04 08:09:02,1,0
TX000564,AC00223,3811.926830303649,2023-11-15 16:08:52,Debit,Fort Worth,D000535,31.127.129.152,M053,Online,702.8542519575855,Engineer,4176.733430723615,1.7271441635919087,24238093.465278767,2024-11-04 08:08:25,1,0
TX000565,AC00413,107041.0819237433,2023-01-27 16:35:40,Debit,Houston,D000051,81.248.235.147,M045,Branch,418.2357494756686,Student,8163.873719713912,2.329686416355792,1443417.50567829,2024-11-04 08:10:17,0,1
TX000566,AC00086,8873.266957318985,2023-02-15 16:30:09,Credit,Baltimore,D000053,139.23.212.102,M064,Branch,542.7563443115073,Student,4526.482578880659,1.7271441635919087,6492299.345819961,2024-11-04 08:11:08,0,1
TX000567,AC00216,93658.01128800784,2023-07-26 16:44:22,Debit,Denver,D000589,219.31.152.129,M083,ATM,1111.9933492753407,Doctor,10472.2180975504,1.7271441635919087,2780706.4100279585,2024-11-04 08:07:45,0,1
TX000568,AC00240,102499.30266328434,2023-03-24 18:50:42,Credit,Los Angeles,D000182,161.168.126.136,M048,Online,1378.8231953521376,Retired,2777.7368380954417,1.7271441635919087,9378188.146229709,2024-11-04 08:08:40,0,1
TX000569,AC00298,48149.73336396163,2023-08-03 18:49:37,Credit,Virginia Beach,D000352,154.48.233.165,M041,Branch,969.6840980343824,Retired,5225.980875194747,1.7271441635919087,23239845.987828065,2024-11-04 08:09:51,1,0
TX000570,AC00460,50073.27612272929,2023-02-06 18:59:44,Debit,Oklahoma City,D000140,158.135.64.240,M089,Branch,471.60171869102805,Student,4176.733430723615,1.7271441635919087,3129186.2385500157,2024-11-04 08:09:49,0,1
TX000571,AC00424,76836.49851292746,2023-07-13 17:48:24,Credit,Baltimore,D000006,177.116.108.246,M080,ATM,756.2202211729448,Engineer,9632.820141973494,1.7271441635919087,22281731.218105305,2024-11-04 08:12:12,1,0
TX000572,AC00434,12408.032178665913,2023-04-24 16:47:20,Debit,Albuquerque,D000422,32.71.250.58,M027,Online,471.60171869102805,Student,1028.991097310224,1.7271441635919087,3625755.368571597,2024-11-04 08:12:03,0,1
TX000573,AC00471,35741.56907333754,2023-03-21 16:20:33,Credit,Sacramento,D000244,171.101.134.74,M062,Branch,969.6840980343824,Engineer,17117.451912534227,1.7271441635919087,28730928.64450953,2024-11-04 08:07:28,1,0
TX000574,AC00461,102592.70686401357,2023-12-08 16:16:02,Debit,Nashville,D000079,152.234.65.155,M023,Branch,951.8954416292626,Retired,11661.365201284347,1.7271441635919087,22779665.40621287,2024-11-04 08:06:32,1,0
TX000575,AC00188,64632.65591139854,2023-09-04 16:42:49,Credit,El Paso,D000574,133.223.159.151,M059,Online,507.1790315012676,Engineer,10961.86690497026,1.7271441635919087,19962185.51674075,2024-11-04 08:10:04,1,0
TX000576,AC00013,10064.170516616712,2023-02-20 16:52:03,Debit,Seattle,D000617,189.248.139.91,M003,ATM,1325.4572261367784,Retired,7884.074401188277,1.7271441635919087,14205891.574782284,2024-11-04 08:09:12,0,1
TX000577,AC00345,30884.5506354174,2023-08-07 16:06:32,Debit,Denver,D000531,80.247.6.83,M039,ATM,1289.8799133265388,Doctor,15718.455319906052,1.7271441635919087,5278879.7123584915,2024-11-04 08:10:07,0,1
TX000578,AC00013,72180.88288282973,2023-12-27 16:48:30,Debit,Fresno,D000102,144.91.150.133,M058,Online,560.545000716627,Doctor,9982.569290130537,1.7271441635919087,28475779.78740922,2024-11-04 08:10:57,1,0
TX000579,AC00296,14556.328795438281,2023-12-08 16:45:12,Debit,Dallas,D000645,68.254.244.208,M049,ATM,382.658436665429,Student,12430.813327229844,1.7271441635919087,5869247.833717011,2024-11-04 08:07:15,0,1
TX000580,AC00192,97204.45203444592,2023-04-27 16:27:41,Debit,Charlotte,D000101,197.23.128.119,M038,ATM,1272.091256921419,Retired,1308.7904158358588,1.7271441635919087,23184307.624558292,2024-11-04 08:07:03,1,0
TX000581,AC00378,34769.58160949895,2023-10-31 16:49:13,Debit,Memphis,D000023,110.243.14.36,M071,Online,1005.261410844622,Engineer,11801.264860547164,1.7271441635919087,3498336.946659839,2024-11-04 08:09:14,0,1
TX000582,AC00205,24988.41046438454,2023-04-19 16:54:46,Credit,Las Vegas,D000560,152.140.239.181,M004,Branch,1236.5139441111794,Doctor,819.1416084159979,1.7271441635919087,22115545.146551587,2024-11-04 08:07:12,1,0
TX000583,AC00475,86591.39972658677,2023-12-14 17:31:18,Debit,Jacksonville,D000225,170.225.23.251,M021,Online,418.2357494756686,Student,5855.5293418774245,1.7271441635919087,4146934.5458005,2024-11-04 08:10:41,0,1
TX000584,AC00022,150424.41428119945,2023-06-02 16:27:08,Debit,Philadelphia,D000478,218.54.207.160,M017,Branch,489.3903750961478,Student,11311.616053127304,1.7271441635919087,6217844.667217867,2024-11-04 08:12:17,0,1
TX000586,AC00362,27907.291737173084,2023-12-01 17:04:00,Debit,Washington,D000270,47.82.77.181,M085,Online,738.431564767825,Doctor,2497.9375195698067,1.7271441635919087,24076509.589557797,2024-11-04 08:10:37,1,0
TX000587,AC00170,23774.155854904504,2023-01-04 16:09:43,Debit,Columbus,D000483,157.47.114.20,M014,Branch,1094.204692870221,Retired,11101.766564233078,1.7271441635919087,23358021.016414728,2024-11-04 08:08:18,1,0
TX000589,AC00418,52510.54198550772,2023-06-19 17:31:08,Credit,Dallas,D000101,38.210.156.148,M026,Branch,1396.6118517572575,Retired,6624.9774678229205,3.534770921883559,18368226.690566387,2024-11-04 08:12:10,0,1
TX000590,AC00144,151743.74861649988,2023-10-23 18:37:47,Debit,Kansas City,D000100,73.54.203.165,M038,Online,436.02440588078844,Student,5855.5293418774245,1.7271441635919087,7048814.026646065,2024-11-04 08:06:37,0,1
TX000592,AC00057,58272.41361799231,2023-05-15 16:19:14,Credit,Tucson,D000378,97.4.209.133,M079,Branch,524.9676879063875,Student,5995.429001140242,1.7271441635919087,4669985.802690181,2024-11-04 08:06:38,0,1
TX000593,AC00426,31538.38004052203,2023-03-06 18:27:13,Debit,Miami,D000628,221.23.158.87,M038,Branch,524.9676879063875,Student,5225.980875194747,1.7271441635919087,5496820.986200825,2024-11-04 08:12:13,0,1
TX000595,AC00051,91503.8769086899,2023-05-02 17:24:26,Debit,Milwaukee,D000658,207.157.126.125,M033,ATM,916.318128819023,Engineer,10472.2180975504,3.534770921883559,36741830.52459929,2024-11-04 08:08:05,1,0
TX000596,AC00471,101322.99351035056,2023-01-04 17:00:17,Debit,Dallas,D000362,130.92.201.49,M007,Branch,774.0088775780646,Engineer,15018.957023591965,1.7271441635919087,37258095.49271865,2024-11-04 08:08:03,1,0
TX000597,AC00039,40595.66862998488,2023-07-25 17:21:53,Debit,Charlotte,D000188,113.21.93.28,M099,Branch,827.374846793424,Engineer,11241.666223495895,1.7271441635919087,4180124.9581197244,2024-11-04 08:06:52,0,1
TX000598,AC00274,46421.75565047082,2023-09-20 17:09:14,Debit,New York,D000032,60.153.124.80,M026,ATM,916.318128819023,Engineer,8513.622867870956,1.7271441635919087,36566206.05142248,2024-11-04 08:09:57,1,0
TX000599,AC00095,242567.6583005882,2023-07-21 16:43:59,Credit,Chicago,D000559,5.252.94.135,M071,Online,1218.7252877060596,Retired,6834.8269567171465,1.7271441635919087,16593222.16053087,2024-11-04 08:11:27,0,1
TX000600,AC00211,127414.87320780735,2023-05-15 18:41:05,Debit,Oklahoma City,D000461,10.191.172.154,M008,ATM,1023.0500672497418,Retired,7954.024230819686,1.7271441635919087,27232289.874396488,2024-11-04 08:09:40,1,0
TX000601,AC00184,32548.312960906864,2023-10-31 17:06:47,Debit,Raleigh,D000449,187.52.200.18,M068,Online,1058.6273800599815,Doctor,3477.2351344095287,1.7271441635919087,40894181.21552591,2024-11-04 08:12:20,1,0
TX000602,AC00436,96445.5429035209,2023-12-25 16:30:09,Debit,Denver,D000692,104.155.121.252,M017,Online,649.488282742226,Doctor,4876.2317270377025,1.7271441635919087,37400178.53863984,2024-11-04 08:07:55,1,0
TX000603,AC00107,185763.30985085035,2023-09-19 16:55:00,Debit,Denver,D000002,215.97.143.157,M018,ATM,880.7408160087834,Doctor,7534.325253031234,1.7271441635919087,4833948.779646725,2024-11-04 08:11:45,0,1
TX000604,AC00203,225042.6951387658,2023-02-16 18:56:44,Debit,San Diego,D000393,24.129.74.189,M058,Branch,436.02440588078844,Student,1728.489393624311,1.7271441635919087,4860547.9114936255,2024-11-04 08:09:51,0,1
TX000605,AC00398,51398.44822057529,2023-09-04 17:46:20,Debit,Colorado Springs,D000379,147.125.143.41,M091,Branch,507.1790315012676,Student,11941.164519809981,1.7271441635919087,4062261.942809858,2024-11-04 08:08:15,0,1
TX000607,AC00225,51421.7992707576,2023-11-09 17:02:41,Debit,Detroit,D000367,16.51.235.240,M090,ATM,524.9676879063875,Student,2358.0378603069894,1.7271441635919087,6684733.534284185,2024-11-04 08:09:45,0,1
TX000608,AC00150,9795.633439520165,2023-07-04 16:25:35,Debit,Oklahoma City,D000008,4.101.189.38,M022,Online,489.3903750961478,Student,12920.462134649704,3.534770921883559,6030402.691182389,2024-11-04 08:07:01,0,1
TX000610,AC00479,16678.355480755552,2023-09-13 18:49:55,Debit,El Paso,D000431,11.167.243.171,M049,ATM,578.3336571217468,Doctor,7254.525934505598,1.7271441635919087,34481294.33420887,2024-11-04 08:09:30,1,0
TX000611,AC00078,124262.48143319572,2023-01-30 17:37:14,Credit,Miami,D000066,56.116.189.0,M032,Online,1040.8387236548617,Retired,12570.712986492661,1.7271441635919087,24341720.8748348,2024-11-04 08:08:25,1,0
TX000612,AC00242,10560.380332990764,2023-10-25 17:50:23,Debit,Chicago,D000075,195.237.152.198,M029,Branch,613.9109699319864,Engineer,9213.121164185042,1.7271441635919087,32997320.18810526,2024-11-04 08:10:34,1,0
TX000613,AC00149,10726.75656553971,2023-06-12 16:48:03,Debit,Miami,D000693,205.69.66.135,M028,Branch,1200.9366313009398,Doctor,6205.278490034468,1.7271441635919087,35391983.08585857,2024-11-04 08:11:09,1,0
TX000614,AC00084,1301.6889357055013,2023-01-19 17:24:30,Debit,Fort Worth,D000389,45.64.74.86,M004,ATM,1432.189164567497,Retired,7674.224912294051,1.7271441635919087,29495556.180958882,2024-11-04 08:12:20,1,0
TX000616,AC00359,40878.80011344537,2023-08-30 18:00:09,Credit,Los Angeles,D000359,147.125.143.41,M076,Online,934.1067852241428,Engineer,5785.579512246016,1.7271441635919087,8884115.1224225,2024-11-04 08:11:29,0,1
TX000617,AC00023,74705.71518379182,2023-09-18 16:04:06,Credit,San Antonio,D000088,198.24.183.157,M064,ATM,542.7563443115073,Engineer,11941.164519809981,1.7271441635919087,10890945.51711779,2024-11-04 08:07:18,0,1
TX000618,AC00366,33896.836108935175,2023-05-05 17:34:22,Debit,Albuquerque,D000632,190.164.160.79,M011,Online,542.7563443115073,Engineer,9842.66963086772,1.7271441635919087,38261725.199194096,2024-11-04 08:10:18,1,0
TX000619,AC00170,50242.571236551026,2023-05-15 16:52:24,Debit,San Francisco,D000172,55.154.161.250,M084,ATM,1058.6273800599815,Retired,12081.064179072799,1.7271441635919087,24670114.84866308,2024-11-04 08:08:40,1,0
TX000621,AC00183,123112.44221171703,2023-02-23 16:04:35,Debit,Miami,D000329,76.0.164.168,M054,Branch,951.8954416292626,Retired,5435.830364088973,1.7271441635919087,25674251.57671332,2024-11-04 08:08:38,1,0
TX000622,AC00219,119522.21824618713,2023-03-01 16:17:46,Debit,Raleigh,D000669,201.95.180.152,M058,Branch,1183.14797489582,Retired,2078.2385417813543,1.7271441635919087,12254716.54833556,2024-11-04 08:08:20,0,1
TX000624,AC00290,100172.95428887187,2023-12-14 16:09:42,Credit,New York,D000532,91.204.200.167,M033,Branch,418.2357494756686,Student,17397.25123105986,1.7271441635919087,1806327.9482521836,2024-11-04 08:08:32,0,1
TX000625,AC00425,169799.9481699698,2023-09-20 16:37:48,Debit,Philadelphia,D000203,115.30.82.168,M046,ATM,987.4727544395022,Engineer,6764.877127085738,1.7271441635919087,22119055.295915544,2024-11-04 08:10:54,1,0
TX000626,AC00370,240095.3658625363,2023-08-22 18:11:16,Credit,Atlanta,D000142,19.111.192.175,M044,Branch,1449.9778209726169,Retired,2637.837178832624,1.7271441635919087,15763032.834294664,2024-11-04 08:11:57,0,1
TX000627,AC00454,74282.47739923748,2023-06-14 17:07:08,Debit,Atlanta,D000388,81.248.235.147,M077,Branch,400.4470930705488,Student,16767.702764377183,1.7271441635919087,865139.8987956331,2024-11-04 08:08:12,0,1
TX000628,AC00403,6955.561961096911,2023-05-29 17:53:03,Debit,New York,D000065,81.102.230.41,M083,Online,1147.5706620855804,Retired,5365.880534457564,1.7271441635919087,14181281.527574962,2024-11-04 08:07:59,0,1
TX000629,AC00358,78106.21186659047,2023-07-03 17:56:59,Credit,Boston,D000058,140.94.123.72,M026,Online,738.431564767825,Engineer,6834.8269567171465,1.7271441635919087,28010177.975109685,2024-11-04 08:07:10,1,0
TX000630,AC00296,109641.80513779791,2023-08-29 18:30:36,Credit,Mesa,D000056,34.125.226.63,M079,Online,1378.8231953521376,Retired,2707.787008464033,1.7271441635919087,5425213.939176036,2024-11-04 08:11:24,0,1
TX000631,AC00393,99349.8297699455,2023-02-03 16:08:47,Credit,Boston,D000099,197.23.128.119,M084,ATM,1432.189164567497,Retired,5016.13138630052,1.7271441635919087,19516474.55083699,2024-11-04 08:08:17,1,0
TX000632,AC00223,236832.05659955874,2023-01-17 16:59:03,Debit,Columbus,D000393,139.23.212.102,M081,ATM,400.4470930705488,Student,4806.281897406294,1.7271441635919087,36039215.62691325,2024-11-04 08:07:19,1,0
TX000633,AC00487,3166.854069017381,2023-07-24 17:04:17,Debit,Memphis,D000054,210.98.198.143,M004,ATM,471.60171869102805,Student,6135.328660403059,1.7271441635919087,2604262.901999555,2024-11-04 08:09:03,0,1
TX000634,AC00215,39868.867193060534,2023-06-14 17:17:34,Credit,Boston,D000225,147.119.62.178,M073,Branch,951.8954416292626,Doctor,8233.82354934532,1.7271441635919087,44278394.220639214,2024-11-04 08:11:44,1,0
TX000635,AC00275,99554.1514590407,2023-10-27 17:26:53,Debit,Detroit,D000196,163.58.140.206,M038,ATM,809.5861903883042,Engineer,2707.787008464033,1.7271441635919087,28219499.88218052,2024-11-04 08:07:43,1,0
TX000636,AC00482,83033.28345505754,2023-10-17 17:24:47,Debit,Colorado Springs,D000399,128.16.32.183,M039,Branch,524.9676879063875,Engineer,9003.271675290816,1.7271441635919087,7998543.4395549195,2024-11-04 08:08:51,0,1
TX000637,AC00357,29775.375751757747,2023-05-29 16:20:29,Debit,New York,D000466,109.105.179.186,M078,ATM,1254.3026005162992,Doctor,8093.923890082503,1.7271441635919087,34581138.582783744,2024-11-04 08:09:12,1,0
TX000638,AC00026,26824.38678496853,2023-02-20 16:48:49,Debit,Albuquerque,D000449,196.244.194.198,M071,Branch,364.86978026030926,Student,12430.813327229844,1.7271441635919087,15248795.952474482,2024-11-04 08:07:13,0,1
TX000640,AC00058,93862.33297710304,2023-05-01 17:11:47,Debit,Milwaukee,D000549,199.6.127.153,M041,Online,934.1067852241428,Engineer,8373.723208608139,1.7271441635919087,1716312.1178964023,2024-11-04 08:08:14,0,1
TX000641,AC00170,12413.86994121149,2023-10-04 16:47:33,Debit,Phoenix,D000688,16.51.235.240,M084,Online,542.7563443115073,Student,3477.2351344095287,1.7271441635919087,2382655.4721548627,2024-11-04 08:11:54,0,1
TX000642,AC00262,21176.3515221227,2023-10-30 16:49:25,Credit,Jacksonville,D000420,11.188.75.155,M030,Branch,1254.3026005162992,Retired,2847.6866677268504,1.7271441635919087,9341058.566290928,2024-11-04 08:12:00,0,1
TX000643,AC00032,136647.29467363752,2023-09-28 17:18:26,Credit,Kansas City,D000025,162.151.179.167,M096,Branch,1005.261410844622,Retired,3267.3856455153027,1.7271441635919087,15273640.009639401,2024-11-04 08:06:58,0,1
TX000644,AC00131,69008.05893930858,2023-09-26 17:02:25,Debit,Detroit,D000141,73.108.76.238,M038,Branch,542.7563443115073,Student,5016.13138630052,1.7271441635919087,3196854.11795525,2024-11-04 08:10:13,0,1
TX000645,AC00176,46801.21021593332,2023-01-16 18:57:13,Debit,Seattle,D000446,37.227.215.145,M033,Branch,364.86978026030926,Student,7114.626275242781,1.7271441635919087,1192480.8278147294,2024-11-04 08:10:32,0,1
TX000646,AC00139,15134.267287450413,2023-12-18 16:06:14,Credit,Philadelphia,D000421,190.164.160.79,M076,Online,578.3336571217468,Doctor,3477.2351344095287,1.7271441635919087,37265037.78812737,2024-11-04 08:10:06,1,0
TX000647,AC00056,16903.10933876027,2023-02-03 18:03:56,Credit,Houston,D000120,31.127.129.152,M062,Branch,1094.204692870221,Engineer,4036.8337714607983,1.7271441635919087,11840830.936665043,2024-11-04 08:09:52,0,1
TX000648,AC00276,6199.571711444678,2023-03-10 18:26:19,Debit,Jacksonville,D000123,170.225.23.251,M003,ATM,809.5861903883042,Engineer,9772.719801236311,1.7271441635919087,21515777.62522957,2024-11-04 08:06:32,1,0
TX000649,AC00447,15008.755392720506,2023-03-27 17:02:44,Debit,San Antonio,D000565,44.197.126.59,M079,Branch,685.0655955524657,Doctor,5995.429001140242,1.7271441635919087,6545731.619471357,2024-11-04 08:07:17,0,1
TX000650,AC00143,21862.288621228006,2023-05-08 17:42:36,Debit,Los Angeles,D000405,134.140.85.231,M009,Branch,987.4727544395022,Retired,9283.070993816451,1.7271441635919087,15822432.361864792,2024-11-04 08:08:11,0,1
TX000651,AC00139,35210.332681690015,2023-03-14 16:21:01,Debit,San Diego,D000102,99.205.173.118,M017,ATM,631.6996263371062,Doctor,3826.9842825665723,1.7271441635919087,38616523.296571285,2024-11-04 08:07:28,1,0
TX000653,AC00426,34325.91165603509,2023-08-31 16:38:18,Debit,Raleigh,D000646,20.147.6.179,M038,Branch,809.5861903883042,Engineer,17397.25123105986,1.7271441635919087,10226435.240860509,2024-11-04 08:06:50,0,1
TX000655,AC00381,114706.06414608602,2023-06-19 16:21:58,Debit,Nashville,D000452,121.67.144.20,M032,ATM,1183.14797489582,Retired,5645.6798529831985,1.7271441635919087,8484699.126463417,2024-11-04 08:06:47,0,1
TX000656,AC00458,45908.03254646003,2023-01-02 17:49:44,Credit,Virginia Beach,D000134,51.196.87.214,M059,Branch,862.9521596036636,Engineer,11311.616053127304,1.7271441635919087,30637407.76905516,2024-11-04 08:09:29,1,0
TX000657,AC00014,124933.82412593708,2023-07-31 17:04:29,Credit,Oklahoma City,D000629,183.39.94.209,M065,Branch,916.318128819023,Engineer,11521.46554202153,1.7271441635919087,32195719.07835553,2024-11-04 08:07:30,1,0
TX000658,AC00071,129802.51808894839,2023-04-25 18:58:32,Debit,Tucson,D000400,16.94.155.46,M012,ATM,364.86978026030926,Student,9702.769971604903,1.7271441635919087,3414444.376861188,2024-11-04 08:10:26,0,1
TX000659,AC00054,30000.12960976247,2023-02-20 17:27:24,Debit,Philadelphia,D000374,78.69.172.205,M071,Branch,596.1223135268666,Doctor,1938.338882518537,1.7271441635919087,23574792.240469076,2024-11-04 08:11:08,1,0
TX000660,AC00182,20020.47453809843,2023-08-17 16:44:38,Debit,Charlotte,D000498,165.35.58.173,M093,Branch,702.8542519575855,Engineer,7604.2750826626425,1.7271441635919087,10793441.368118893,2024-11-04 08:11:15,0,1
TX000661,AC00257,95537.77082768366,2023-12-06 17:10:35,Debit,Denver,D000184,6.44.165.160,M025,Online,1040.8387236548617,Engineer,12640.66281612407,1.7271441635919087,31874384.404914767,2024-11-04 08:10:44,1,0
TX000662,AC00006,46579.3752392014,2023-02-28 17:28:13,Debit,Sacramento,D000027,218.238.171.184,M087,ATM,631.6996263371062,Doctor,7114.626275242781,1.7271441635919087,21070729.687539008,2024-11-04 08:10:48,1,0
TX000663,AC00424,16649.16666802767,2023-06-19 17:50:29,Debit,Memphis,D000455,81.248.235.147,M003,Online,524.9676879063875,Student,10052.519119761946,1.7271441635919087,13842981.132208388,2024-11-04 08:07:58,0,1
TX000664,AC00131,84443.1031098144,2023-01-17 17:11:24,Debit,Portland,D000127,191.25.177.160,M087,Online,524.9676879063875,Student,2637.837178832624,1.7271441635919087,632377.9943054669,2024-11-04 08:06:33,0,1
TX000665,AC00133,72005.75000646242,2023-01-02 18:35:07,Credit,Portland,D000097,3.77.114.6,M088,Branch,471.60171869102805,Student,7604.2750826626425,1.7271441635919087,2939014.1463425676,2024-11-04 08:07:45,0,1
TX000666,AC00393,44717.12898716231,2023-08-07 16:57:22,Credit,Los Angeles,D000637,40.244.94.218,M093,Online,738.431564767825,Engineer,12430.813327229844,3.534770921883559,9598898.53790361,2024-11-04 08:10:50,0,1
TX000667,AC00361,33675.001132203244,2023-11-27 16:16:19,Credit,El Paso,D000264,193.221.15.59,M025,Branch,774.0088775780646,Engineer,1588.5897343614936,1.7271441635919087,1834760.158100262,2024-11-04 08:10:13,0,1
TX000668,AC00092,109250.67504724424,2023-07-18 18:03:03,Credit,Miami,D000090,35.67.21.23,M053,Online,1129.7820056804605,Doctor,5645.6798529831985,1.7271441635919087,32928794.272188835,2024-11-04 08:06:36,1,0
TX000669,AC00049,147593.09944659457,2023-11-13 17:07:10,Debit,Portland,D000129,77.21.150.75,M068,Online,1111.9933492753407,Engineer,11871.214690178573,1.7271441635919087,14849769.973111397,2024-11-04 08:07:50,0,1
TX000670,AC00023,37139.713203003244,2023-05-04 16:25:15,Debit,Atlanta,D000094,9.230.41.239,M081,ATM,862.9521596036636,Engineer,5505.780193720381,3.534770921883559,23926431.203418694,2024-11-04 08:07:41,1,0
TX000671,AC00323,239689.6413656187,2023-12-18 16:33:01,Debit,Kansas City,D000281,13.188.62.74,M093,Branch,880.7408160087834,Doctor,12780.562475386887,1.7271441635919087,34338158.243478484,2024-11-04 08:10:34,1,0
TX000673,AC00497,2740.697403190253,2023-01-12 16:21:27,Debit,Colorado Springs,D000425,143.212.47.226,M011,ATM,1165.3593184907002,Retired,9562.870312342086,1.7271441635919087,4320023.911103341,2024-11-04 08:11:23,0,1
TX000674,AC00130,57942.58003416721,2023-07-03 16:36:45,Credit,Fresno,D000649,167.67.137.223,M007,Online,987.4727544395022,Retired,2218.138201044172,1.7271441635919087,19526731.987311676,2024-11-04 08:06:40,1,0
TX000675,AC00034,186513.46233795703,2023-10-23 17:17:18,Debit,New York,D000646,104.165.213.58,M066,Branch,1076.4160364651011,Retired,6415.127978928695,1.7271441635919087,31007650.52363377,2024-11-04 08:07:56,1,0
TX000676,AC00286,4243.921258676354,2023-05-15 16:51:28,Debit,Seattle,D000584,167.67.137.223,M001,ATM,507.1790315012676,Student,4666.382238143477,1.7271441635919087,1018260.4143835006,2024-11-04 08:06:30,0,1
TX000677,AC00232,126422.45357505925,2023-03-20 16:28:17,Debit,San Francisco,D000264,182.84.41.229,M048,ATM,916.318128819023,Engineer,16907.60242364,1.7271441635919087,8251235.19210046,2024-11-04 08:10:16,0,1
TX000678,AC00182,109805.26248907407,2023-06-08 17:20:53,Debit,Fort Worth,D000226,112.196.12.19,M053,ATM,951.8954416292626,Engineer,4736.332067774885,2.329686416355792,21437696.302711256,2024-11-04 08:11:26,1,0
TX000679,AC00136,187888.2554174404,2023-02-17 16:57:11,Debit,Fresno,D000269,56.116.189.0,M034,Branch,934.1067852241428,Doctor,6694.927297454329,1.7271441635919087,33006212.566493955,2024-11-04 08:08:38,1,0
TX000681,AC00328,41080.20292126778,2023-01-16 17:53:00,Debit,Memphis,D000516,219.98.242.240,M033,Branch,916.318128819023,Engineer,14179.55906801506,1.7271441635919087,19735390.866169315,2024-11-04 08:08:24,1,0
TX000683,AC00312,3236.907219564306,2023-01-17 16:47:41,Debit,Albuquerque,D000494,23.92.205.75,M029,Online,471.60171869102805,Student,3547.1849640409373,1.7271441635919087,2075361.3961699395,2024-11-04 08:08:57,0,1
